term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0008301,"DNA binding, bending",0.001%, 5.037,-5.882,2.822,-1.0321,0.936,0.159,8301,0
GO:0030429,"kynureninase activity",0.006%,-1.179,-0.424,3.474,-1.3815,0.947,0.163,30429,0
GO:0008892,"guanine deaminase activity",0.015%, 2.238, 2.320,3.838,-2.5034,0.932,0.172,8892,0
GO:0004000,"adenosine deaminase activity",0.061%,null,null,4.460,-1.1954,0.929,0.708,8892,1
GO:0000166,"nucleotide binding",20.353%, 3.093,-5.832,6.983,-2.4147,0.902,0.175,166,0
GO:0030170,"pyridoxal phosphate binding",1.703%, 1.702,-5.040,5.906,-1.9115,0.909,0.189,30170,0
GO:0003690,"double-stranded DNA binding",0.200%, 6.036,-4.139,4.977,-1.1381,0.924,0.207,3690,0
GO:0051213,"dioxygenase activity",0.413%,-7.530,-0.997,5.291,-1.2542,0.925,0.210,51213,0
GO:0000994,"RNA polymerase III core binding",0.000%, 5.697, 4.760,0.699,-1.3096,0.833,0.246,994,0
GO:0004029,"aldehyde dehydrogenase (NAD) activity",0.042%,-7.167,-2.571,4.302,-1.0907,0.932,0.247,4029,0
GO:0005344,"oxygen transporter activity",0.039%,-2.503,-7.081,4.266,-2.0602,0.949,0.258,5344,0
GO:0050692,"DBD domain binding",0.000%, 4.908, 5.016,1.663,-1.1389,0.826,0.269,50692,0
GO:0055131,"C3HC4-type RING finger domain binding",0.000%,null,null,1.505,-1.0193,0.828,0.555,50692,1
GO:0005548,"phospholipid transporter activity",0.019%,-3.253,-6.882,3.949,-1.2191,0.937,0.295,5548,0
GO:0090556,"phosphatidylserine-translocating ATPase activity",0.012%,null,null,3.757,-1.3096,0.909,0.795,5548,1
GO:0003730,"mRNA 3'-UTR binding",0.003%, 2.464,-3.124,3.074,-1.0124,0.934,0.311,3730,0
GO:0004467,"long-chain fatty acid-CoA ligase activity",0.016%,-0.955, 3.351,3.887,-2.2213,0.892,0.328,4467,0
GO:0047676,"arachidonate-CoA ligase activity",0.000%,null,null,1.602,-1.4318,0.912,0.546,4467,1
GO:0031957,"very long-chain fatty acid-CoA ligase activity",0.001%,null,null,2.452,-1.4128,0.902,0.801,4467,1
GO:0004075,"biotin carboxylase activity",0.108%,null,null,4.708,-1.0886,0.913,0.402,4467,1
GO:0030729,"acetoacetate-CoA ligase activity",0.005%,null,null,3.414,-1.0193,0.900,0.670,4467,1
GO:0000234,"phosphoethanolamine N-methyltransferase activity",0.000%, 1.478, 4.841,2.179,-1.4318,0.951,0.331,234,0
GO:0005506,"iron ion binding",2.467%, 4.649,-2.450,6.067,-1.4676,0.919,0.338,5506,0
GO:0034188,"apolipoprotein A-I receptor activity",0.000%, 4.914, 0.886,1.845,-1.2154,0.959,0.349,34188,0
GO:0015238,"drug transmembrane transporter activity",0.176%,-1.555,-7.284,4.921,-1.1160,0.949,0.353,15238,0
GO:0038181,"bile acid receptor activity",0.000%, 3.737, 0.397,2.004,-1.3096,0.959,0.355,38181,0
GO:0005102,"receptor binding",0.416%, 5.242, 5.078,5.293,-2.1597,0.758,0.391,5102,0
GO:0051082,"unfolded protein binding",0.451%,null,null,5.329,-1.0418,0.757,0.699,5102,1
GO:0031625,"ubiquitin protein ligase binding",0.019%,null,null,3.955,-1.5151,0.777,0.513,5102,1
GO:0048020,"CCR chemokine receptor binding",0.001%,null,null,2.450,-1.0886,0.807,0.495,5102,1
GO:0051117,"ATPase binding",0.002%,null,null,3.002,-1.0124,0.797,0.632,5102,1
GO:0019899,"enzyme binding",0.221%,null,null,5.019,-1.0866,0.766,0.621,5102,1
GO:0034987,"immunoglobulin receptor binding",0.000%,null,null,2.152,-1.1726,0.812,0.480,5102,1
GO:0005178,"integrin binding",0.004%,null,null,3.325,-2.1777,0.791,0.465,5102,1
GO:0001848,"complement binding",0.018%,null,null,3.928,-1.6804,0.794,0.511,5102,1
GO:0046983,"protein dimerization activity",0.735%,null,null,5.541,-1.3262,0.750,0.693,5102,1
GO:0042802,"identical protein binding",0.154%,null,null,4.862,-2.0165,0.771,0.603,5102,1
GO:0042803,"protein homodimerization activity",0.122%,null,null,4.760,-1.8357,0.773,0.591,5102,1
GO:0002020,"protease binding",0.004%,null,null,3.323,-1.4284,0.791,0.657,5102,1
GO:0046965,"retinoid X receptor binding",0.001%,null,null,2.615,-1.1954,0.796,0.831,5102,1
GO:0046966,"thyroid hormone receptor binding",0.001%,null,null,2.794,-1.5428,0.793,0.514,5102,1
